"Day","Fajr Begins","Fajr Iqama","Sunrise","Zuhr Begins","Zuhr Iqama","Asr Begins","Asr Iqama","Sunset","Isha Begins","Isha Iqama","Jumah 1 Iqama","Jumah 2 Iqama"
"1","4:59 AM","5:45 AM","6:42 AM","1:18 PM","1:30 PM","5:57 PM","6:15 PM","7:54 PM","9:17 PM","9:30 PM","1:40 PM","2:40 PM"
"2","5:00 AM","5:45 AM","6:43 AM","1:18 PM","1:30 PM","5:56 PM","6:15 PM","7:52 PM","9:15 PM","9:30 PM","1:40 PM","2:40 PM"
"3","5:02 AM","5:45 AM","6:44 AM","1:17 PM","1:30 PM","5:54 PM","6:15 PM","7:50 PM","9:13 PM","9:30 PM","1:40 PM","2:40 PM"
"4","5:03 AM","5:45 AM","6:45 AM","1:17 PM","1:30 PM","5:53 PM","6:15 PM","7:49 PM","9:11 PM","9:30 PM","1:40 PM","2:40 PM"
"5","5:05 AM","5:45 AM","6:46 AM","1:17 PM","1:30 PM","5:51 PM","6:15 PM","7:47 PM","9:09 PM","9:30 PM","1:40 PM","2:40 PM"
"6","5:06 AM","5:45 AM","6:47 AM","1:16 PM","1:30 PM","5:50 PM","6:15 PM","7:45 PM","9:07 PM","9:30 PM","1:40 PM","2:40 PM"
"7","5:08 AM","5:45 AM","6:48 AM","1:16 PM","1:30 PM","5:49 PM","6:15 PM","7:43 PM","9:05 PM","9:30 PM","1:40 PM","2:40 PM"
"8","5:09 AM","5:45 AM","6:49 AM","1:16 PM","1:30 PM","5:47 PM","6:15 PM","7:41 PM","9:03 PM","9:30 PM","1:40 PM","2:40 PM"
"9","5:11 AM","5:45 AM","6:51 AM","1:15 PM","1:30 PM","5:46 PM","6:15 PM","7:39 PM","9:01 PM","9:30 PM","1:40 PM","2:40 PM"
"10","5:12 AM","5:45 AM","6:52 AM","1:15 PM","1:30 PM","5:44 PM","6:15 PM","7:38 PM","8:59 PM","9:30 PM","1:40 PM","2:40 PM"
"11","5:13 AM","","6:53 AM","1:15 PM","","5:43 PM","","7:36 PM","8:57 PM","","",""
"12","5:15 AM","6:00 AM","6:54 AM","1:14 PM","1:30 PM","5:41 PM","6:00 PM","7:34 PM","8:55 PM","9:15 PM","1:40 PM","2:40 PM"
"13","5:16 AM","6:00 AM","6:55 AM","1:14 PM","1:30 PM","5:40 PM","6:00 PM","7:32 PM","8:53 PM","9:15 PM","1:40 PM","2:40 PM"
"14","5:18 AM","6:00 AM","6:56 AM","1:14 PM","1:30 PM","5:38 PM","6:00 PM","7:30 PM","8:51 PM","9:15 PM","1:40 PM","2:40 PM"
"15","5:19 AM","6:00 AM","6:57 AM","1:13 PM","1:30 PM","5:37 PM","6:00 PM","7:28 PM","8:49 PM","9:15 PM","1:40 PM","2:40 PM"
"16","5:20 AM","6:00 AM","6:59 AM","1:13 PM","1:30 PM","5:35 PM","6:00 PM","7:27 PM","8:47 PM","9:15 PM","1:40 PM","2:40 PM"
"17","5:22 AM","6:00 AM","7:00 AM","1:13 PM","1:30 PM","5:34 PM","6:00 PM","7:25 PM","8:45 PM","9:15 PM","1:40 PM","2:40 PM"
"18","5:23 AM","6:00 AM","7:01 AM","1:12 PM","1:30 PM","5:32 PM","6:00 PM","7:23 PM","8:43 PM","9:15 PM","1:40 PM","2:40 PM"
"19","5:24 AM","6:00 AM","7:02 AM","1:12 PM","1:30 PM","5:31 PM","6:00 PM","7:21 PM","8:41 PM","9:15 PM","1:40 PM","2:40 PM"
"20","5:26 AM","6:00 AM","7:03 AM","1:12 PM","1:30 PM","5:29 PM","6:00 PM","7:19 PM","8:39 PM","9:15 PM","1:40 PM","2:40 PM"
"21","5:27 AM","6:00 AM","7:04 AM","1:11 PM","1:30 PM","5:27 PM","6:00 PM","7:17 PM","8:37 PM","9:15 PM","1:40 PM","2:40 PM"
"22","5:28 AM","","7:05 AM","1:11 PM","","5:26 PM","","7:16 PM","8:35 PM","","",""
"23","5:30 AM","","7:06 AM","1:10 PM","","5:24 PM","","7:14 PM","8:33 PM","","",""
"24","5:31 AM","6:15 AM","7:08 AM","1:10 PM","1:30 PM","5:23 PM","5:45 PM","7:12 PM","8:31 PM","9:00 PM","1:40 PM","2:40 PM"
"25","5:32 AM","6:15 AM","7:09 AM","1:10 PM","1:30 PM","5:21 PM","5:45 PM","7:10 PM","8:29 PM","9:00 PM","1:40 PM","2:40 PM"
"26","5:34 AM","6:15 AM","7:10 AM","1:09 PM","1:30 PM","5:20 PM","5:45 PM","7:08 PM","8:27 PM","9:00 PM","1:40 PM","2:40 PM"
"27","5:35 AM","6:15 AM","7:11 AM","1:09 PM","1:30 PM","5:18 PM","5:45 PM","7:06 PM","8:25 PM","9:00 PM","1:40 PM","2:40 PM"
"28","5:36 AM","6:15 AM","7:12 AM","1:09 PM","1:30 PM","5:16 PM","5:45 PM","7:05 PM","8:24 PM","9:00 PM","1:40 PM","2:40 PM"
"29","5:37 AM","6:15 AM","7:13 AM","1:08 PM","1:30 PM","5:15 PM","5:45 PM","7:03 PM","8:22 PM","9:00 PM","1:40 PM","2:40 PM"
"30","5:39 AM","6:15 AM","7:15 AM","1:08 PM","1:30 PM","5:13 PM","5:45 PM","7:01 PM","8:20 PM","9:00 PM","1:40 PM","2:40 PM"
