"Day","Fajr Begins","Fajr Iqama","Sunrise","Zuhr Begins","Zuhr Iqama","Asr Begins","Asr Iqama","Sunset","Isha Begins","Isha Iqama","Jumah Iqama"
"1","5:17 AM","5:55 AM","6:41 AM","1:17 PM","1:45 PM","5:57 PM","6:15 PM","7:53 PM","9:17 PM","9:30 PM","1:45 PM"
"2","5:18 AM","5:55 AM","6:42 AM","1:17 PM","1:45 PM","5:55 PM","6:15 PM","7:52 PM","9:15 PM","9:30 PM","1:45 PM"
"3","5:20 AM","5:55 AM","6:43 AM","1:17 PM","1:45 PM","5:54 PM","6:15 PM","7:50 PM","9:13 PM","9:30 PM","1:45 PM"
"4","5:21 AM","5:55 AM","6:44 AM","1:16 PM","1:45 PM","5:52 PM","6:15 PM","7:48 PM","9:11 PM","9:30 PM","1:45 PM"
"5","5:23 AM","5:55 AM","6:45 AM","1:16 PM","1:45 PM","5:51 PM","6:15 PM","7:46 PM","9:09 PM","9:30 PM","1:45 PM"
"6","5:24 AM","5:55 AM","6:46 AM","1:16 PM","1:45 PM","5:50 PM","6:15 PM","7:44 PM","9:07 PM","9:30 PM","1:45 PM"
"7","5:25 AM","5:55 AM","6:47 AM","1:15 PM","1:45 PM","5:48 PM","6:15 PM","7:43 PM","9:05 PM","9:30 PM","1:45 PM"
"8","5:27 AM","5:55 AM","6:49 AM","1:15 PM","1:45 PM","5:47 PM","6:15 PM","7:41 PM","9:03 PM","9:15 PM","1:45 PM"
"9","5:28 AM","5:55 AM","6:50 AM","1:15 PM","1:45 PM","5:45 PM","6:15 PM","7:39 PM","9:00 PM","9:15 PM","1:45 PM"
"10","5:29 AM","5:55 AM","6:51 AM","1:14 PM","1:45 PM","5:44 PM","6:15 PM","7:37 PM","8:58 PM","9:15 PM","1:45 PM"
"11","5:31 AM","5:55 AM","6:52 AM","1:14 PM","1:45 PM","5:42 PM","6:15 PM","7:35 PM","8:56 PM","9:15 PM","1:45 PM"
"12","5:32 AM","5:55 AM","6:53 AM","1:14 PM","1:45 PM","5:41 PM","6:00 PM","7:34 PM","8:54 PM","9:15 PM","1:45 PM"
"13","5:33 AM","6:15 AM","6:54 AM","1:13 PM","1:45 PM","5:39 PM","6:00 PM","7:32 PM","8:52 PM","9:15 PM","1:45 PM"
"14","5:35 AM","6:15 AM","6:55 AM","1:13 PM","1:45 PM","5:38 PM","6:00 PM","7:30 PM","8:50 PM","9:15 PM","1:45 PM"
"15","5:36 AM","6:15 AM","6:56 AM","1:13 PM","1:45 PM","5:36 PM","6:00 PM","7:28 PM","8:48 PM","9:15 PM","1:45 PM"
"16","5:37 AM","6:15 AM","6:58 AM","1:12 PM","1:45 PM","5:35 PM","6:00 PM","7:26 PM","8:46 PM","9:15 PM","1:45 PM"
"17","5:39 AM","6:15 AM","6:59 AM","1:12 PM","1:45 PM","5:33 PM","6:00 PM","7:24 PM","8:44 PM","9:15 PM","1:45 PM"
"18","5:40 AM","6:15 AM","7:00 AM","1:12 PM","1:45 PM","5:32 PM","6:00 PM","7:23 PM","8:42 PM","9:00 PM","1:45 PM"
"19","5:41 AM","6:15 AM","7:01 AM","1:11 PM","1:45 PM","5:30 PM","5:45 PM","7:21 PM","8:40 PM","9:00 PM","1:45 PM"
"20","5:42 AM","6:15 AM","7:02 AM","1:11 PM","1:45 PM","5:29 PM","5:45 PM","7:19 PM","8:38 PM","9:00 PM","1:45 PM"
"21","5:44 AM","6:15 AM","7:03 AM","1:10 PM","1:45 PM","5:27 PM","5:45 PM","7:17 PM","8:36 PM","9:00 PM","1:45 PM"
"22","5:45 AM","6:15 AM","7:04 AM","1:10 PM","1:45 PM","5:26 PM","5:45 PM","7:15 PM","8:35 PM","9:00 PM","1:45 PM"
"23","5:46 AM","6:15 AM","7:05 AM","1:10 PM","1:45 PM","5:24 PM","5:45 PM","7:13 PM","8:33 PM","9:00 PM","1:45 PM"
"24","5:47 AM","6:15 AM","7:07 AM","1:09 PM","1:45 PM","5:22 PM","5:45 PM","7:12 PM","8:31 PM","9:00 PM","1:45 PM"
"25","5:49 AM","6:15 AM","7:08 AM","1:09 PM","1:45 PM","5:21 PM","5:45 PM","7:10 PM","8:29 PM","9:00 PM","1:45 PM"
"26","5:50 AM","6:15 AM","7:09 AM","1:09 PM","1:45 PM","5:19 PM","5:45 PM","7:08 PM","8:27 PM","8:45 PM","1:45 PM"
"27","5:51 AM","6:15 AM","7:10 AM","1:08 PM","1:45 PM","5:18 PM","5:45 PM","7:06 PM","8:25 PM","8:45 PM","1:45 PM"
"28","5:52 AM","6:15 AM","7:11 AM","1:08 PM","1:45 PM","5:16 PM","5:45 PM","7:04 PM","8:23 PM","8:45 PM","1:45 PM"
"29","5:53 AM","6:15 AM","7:12 AM","1:08 PM","1:45 PM","5:15 PM","5:45 PM","7:02 PM","8:21 PM","8:45 PM","1:45 PM"
"30","5:55 AM","6:15 AM","7:13 AM","1:07 PM","1:45 PM","5:13 PM","5:45 PM","7:01 PM","8:19 PM","8:45 PM","1:45 PM"
